,time,id,icij_sar_id,originator_bank,filer_org_name,beneficiary_bank,Transaction_amount_BTC,Transaction_amount_USD,Price,Sender,Receiver,Hash,originator_bank_country,beneficiary_bank_country,number_transactions,amount_transactions
1468,2017-02-21,224188,2716,VTB 24,Deutsche Bank AG,Saxo Bank,1001.56612779,1096339.49773,1094.6251748251748,"1D2mcZznzdSywNqZ5HNon12hCsrfDJNr2m
1J4hgPJShai7XuxWRdPajCW8hQrpRiCTTS
17SX5RqowVfoHe5ZKnunXXzGfpv5ex7ank
13HJPmSDgGwvc5F9XGdvZNNpBLfVsPPS57
182U1vk9HyYYbhQVtftkSVBdFD1s1gyEge
1CSFoP5MCNcaQjg9YUqHrWXZRi5t3HkCwV
14YZhjEfnDJFy6haYBWBT3PCi1qcsRdNGJ
1DmDovgHyekz88553ZCEA8MfUj8v8SCg66
1ADNaZncuu6edRsfiMsh16TvKsBG2nJSrL
19b1VGF4ciZmXdogZBVr3drfrh2Vdk6wfY
1QEMUqh7fDPGjGaoYiUGqKfSQaHHQ7PSJ9
1FKYG16WZwqZcArtGzbk6oQJLr2feCHtMs
1AuYdJ2SJ5UJYuRxHYz4qnVPrPqjpMnwVx
1GpLY5vGVpG7NDM7VkSn1k7tQmqB7vANjo
1Dzc2p6XzRGqMc8fxJmhFJt943XjiygNZ
12sZ4yunAniKdrMmRWWUhgLckarrYPwAtt
1HFKT13tuthGzYTZm9qmNBJo4g7qq1Fgic
18fg3SHcUSYtvEg71YuenvcwhuNztcbctx
1FBKZCeBGStoa5aSXVRqQke5KBHa4HDJub
1LkzqNzf8FXGMw9uiZRnF5vzrKh4juJcew
18HDRgQgcpAjqmEoQS2ygKoB4HiucuVRmB
1F3nDuhS5TBG3tPywWaRMUwEjDu8g7vVau
15zdd9rtDnK3ybi69q8VnFoLGxrXaP1Qzu
1BfqHhAm8amwpmBavhGpfPJT7zzt1Ryobx
1HL3WLFCu7KeujGu1LveBBoVtXLmgBPWEK
1MemvAWTiiGkfdZ9GgPEgEEqia6pcL7r1
19ornz5uC9VinSwC7T9GaZnFrvkhCrAxob
1BiqGvFfNfcNDtYf4NyK2SZZH49wWFCGXV
1UozxzJkW7CPEhPmPMZY4fyQUsJQsCyFf
186tYaPWMukZwCfGk1QZJFb77wuEEof4Vo
1HR9LkbE6EY1sMUr3so6qw8jxyxLVUyiVM
1FDNMscSZRrU7fskx8kpt2GtKHKokM2Hum
1PZVyffshJgHvCFNrR23UmyTUwY51nfZwm
1Hj3sAVER8fXGUdcdthH52gjwo28Rz14cd
1NdMA2p3txRA94Aom9YVvjmqFkA7kP4WFU
1A2wE4XCLooV9Ww8J7FwnqVgpZwkPH13bJ
1E38TftrUgwGv7kHEK13rmanoUJqKQcz3h
1J2kE9XCvktzJ2zPNoMSo52iHEpw3z9D1L
1JcqAC6EoHLcDTSogT3PVXCLCzBH5mSUsp
1F3ageTsxo88d8a2oWYgJN4cXFyxGBjw3S
1KqjVERNa6eC2JwRBitKc7krgTLrYZbsAw
14TodbLEhB6V5bjy2oF1sRSaYScqsLpYen
1NtG3psD6pysePCr8fMf7hReHkP7SX9396
1LnLyopvJqsYfLxu7CFnCBqKa8gC6rWrYx
1J3nBpMZuoFdLvF5Qmf9HGF2e252gqAUzD
1PxBP9wHWAJ7wPkURE36CpyDCfwjCdoYwf
1CjSskdRbFUi5XvvarMgp98aeUfAFw4zuc
1GQNf8viz48mibrgKDA9opRwZJ3JnTD8W7
1GjYr1CPw7dieDG6z5tEeU4LctSWj4s9Q2
19D13EK8SLBax9ypqvp75HEkMgxehHCMb8
1LqT2rt6LSWsdo2a4QCsoHYWeidi3KLfBV
1CGMQ6dkGxozYytB1pkPw5qu9maKZsBdxR
1BcqKk6B6564Ks2Pxo9fDBduZAatLMZW9U
14M2r1Ba2A8VrzE368mikBbMotmeKFgsmX
1PNMY6D7cx3vZBMuGgTmoxdhMCCMZsGXjn
1E6TzrMHadS6dbcEz6gdAE1d82M3CLu71w
1FLJzfnUBQzmjrZgUwXx675hHRqzczSSux
144c1dvsk8titbCDyLUe8gjDu2tyyG5SDX
18nRdiMcEMmk65ZFasJNTRKPcTQ24WU4oT
188qqrZCgfHcwXF5mevvopeGDq69nVGgV
1AzYVUdFmmYgwUkuDC54DYtDanE9mrK4BN
19sTd3cTYqC8GBKe2PR1yutkZZKH9nnmug
1HDW8PfhkwJnYSSesLrLAnkYJPAvL3USLW
1MS3DAAY5XMGrtZkvCyaLHdFd7KquVHkD2
1DDdHU7n7RgqUYNzQ1oK4WRr6WiTnPGjKi
13QDyQPAv7hd8sHLjYDCh9uaJKknxj43TQardwSV6JR21vdJG4EDj
1MF8N2GN1uihu3eEDWVTpvmX53TqWdrLqc
1AyGTUgk91HabPNk8exEarC2QTrpoiQdy
1PrbVEYqrtDr4fk6WqtiuxB7o3FxAZqifN
141RWtKkdZYhBw2hiEZFqNzoRrGWSCBRgY
1FSjWu2HsMBFgXRbFPKf3Bu5FmwPu9JKFG
1PdEC1ss68bo2WDrni7fgPVeqQRb8U8wrd
1AUp1TDqmCcGZ21FfdZovviedMkY4JVa2N
1M7bbtk56a94aWGYsybov9v72fT5QdyJJ4
1JT4FiJUFsbs6cnbDXZkFLoecTyxFaXcn1
1NBjEkFLEBueC5PcdQHXJhWpq7kBCG6Hr9
12tRTSsKiA7PqvWBtNnCKLLJRWoA6EdsK2
1ETw59jFwwGnig8KdhXXbQE4ws2ERPt7v7
1MHj4Rb19Ke2G8gWvueFnZZEhNRqXSuiog
15wbu3ta2emUrupQdsYUesf9WYLiW2Be7o
1Bms9cCZPoxnS4dJPNLhabPnc4abfhdbJA
1DWvzTfp4H9SxoSL3xaSEJVd9iUioEsptX
19x8P8kdyJnUn2XKeoHJS7AW8e1h9HFiVR
1JUCx7zpsXuwmGxWvQZVqs4cRJ8jSMta9y
166oUKcwaXW7jawma6eHCQtwfgXs49Xqca
1LDkt2PGx3PfAP7scH2RTez7YHe3gpDbTA
1NBTjLXbzf6VdPA8GbRuvuvjb2FQksdFKy
12b3xKdDknnLxBBqyHTQyLUyMdsadKtxxc
154A8CaPgGnvo5SuNoyRQuxT9bzkj7CZFv
15SgT9QRtggtQ8ED4s3JMVKo1JXNgi6Yr4
1KHXFFZxJie5ixGHyr5ZKBKJiLCxWF6ZQS
1E8Fs5X8byKCyrp1eNsJNngprSXCX3w66e
1CKwAXVciCPWkurb81B5HiWfZZb5Adm37P
1GpAz35CA2r9NJ6ZaM4PgoB7qVGxJXtAdE
1P9gC3bSUStwucU9nVFxvZV46QZfHRrvJ5
1LupfNKcf1UHDjzXCxCJVhCpQzjkfN2npA
1FbHE3KRqJqcrVjb8ZeLXeBoWYNyUD4nXb
17u3tvGpknbfjszHdTKRfTiuEy6HB6Z8YK
144tuNMUFqYkPzkmyEqRhsmFAiG4txuJLU
13gYFo2DrjVgBjgkwpxUrcZnmm86aSvDZB
1H5nqDuPd2rHiZGKc7qhX8f7bErPEWyLBh
19oakjbzhSDrf43XxVFfYRpJnLrwyyMc1F
1A6Uy6dRrUZD2nTTV3WeyiBjJT9Ms94F1y
1KcK4AAszqLz2VwppSCfPjcCkoCgYqj7dZ
1Jn3swA52TcZm1a86TiHvGASUg3FdiwPVH
122BWegv47LJEm1whTDJLx7qtowCepu2E3
1HsbAsFoSPdjpPeuGe5qNABninX5JqwqmK
14fopUAdgLtReJq4ddagdEu7pPjXb7gT8A
1F9CbXtPpa3cVZoE33MjXAKaDCXVDESVrh
163hgcZHK5a79nTfVSQLxpbC9kgyYX222h
14e8EcfeQxVMWkpYB548B97GhY8KGABwyz
1PBWZsRVMvXcFwo2odzHbW6jX7FJjTmKQN
1PHf71aDHs4Thx1qsE4YntYH2qG8E3FMyA
1N31Lug1brD8YwWTgRLe12y3hXn7dPm79g
17KLoFfZFp5QobNw71iVFbt82wpWQPYZF
1n8pR2K2VcgNwLoVxDKBt2jB2a1dR1iSK
1AWYa8kNbMrUdgPC9wUUEaYu3466i9xrk7
1DBkZNrtdPwKEaXqcbRLH3tHPafgo42uRJ
14RXsDcCZd3NUMzwmzrgyLGTGRyaJbJYMC
1MCgQDQc7LW5fafZsdPG4TrjCdRH9eQD88
156KHiQv1c8WkZWbZhrgQDABZ5hRc3vfhY
1HYhvNXJwAz8nasTsTFgNCpP2eRJZr876W
1NMY1rDWfhRR6JjnugmLAGQPEnz2i3F2Da
1K6aAUB5H8M19r78hn7fMVHpbAgBBDhGsS
151ZddLWyxLFMrUUh6J5RA7RfnHTstfmLF
1EQguMEooSSMCy4DtyBndeYuyLY3HPhLkq
1DbfL47p4tJMZBATp35Gmg6ysozEqAMXDb
18JY6VS8VnQGcyb6QHJWkBYyVBdDYxFBmy
1EYLQ3nP3zaC4Yfzyrz8n7yFt7mCrBawrF
1JoWCMGnvbULXYfZKsqFa4hituSL6XRrPU
1Fsmf1gFXibxkqNyAt1snGimNQR3TYDNkb
1Gq113zwQJkfvyTh8aW3wUVHeUvoqkePJm
1PZ1pmV2DndE1NqMvuoVj4ZCNW8MhaBTkw
1Eys7HBwoLwSyim8mD3v8cF6PPFy1wVUVA
15xyjgkHg3KFQ6upBAp24Ze4jHBcuvTub5
1G7ijim12qTxjYopV5riNczXHVMX5JzZPU
1EGaxnHQvmyW3Ayqt2ypkvMbKFSebsU5p5
1HHKpqArExgQxxH32aTkdYZScPJF6XMedW
1HnSYUwApSk2Tuqa8PFZRjdHEV6B5RiWrZ
1F7V3x13xGrXoLQLH2kNJ8mMt3FfPnGN5X
16UmpdBhRMm4NrL7Tj3FXa79cAiJ9ZLAqb
16N7b1pmAAFza5vYSoeTa36BGwDNSxLP1R
1Kx7sdPKLGQnorcZMRjZML4BuVeGts6MHk
1DF7qY7J6dAKp7Bz954RmNqjPX5wEzg22M
17YUtFpgSAybEouUcFJ8bytPLEd6dbivLJ
1GLYLRogdpbj5UP1FNfySvYofhkLevYeWN
1Pf5WzyCCWF2znHHhRUqDptbS3yu3Mr2MW
15NiVgk4GgUKeBB3SnYRZDqXiQfmJTqiuQ
1477Hs1hkksgBREEwhYBzFBznc7fpDCBUR
1BWTSPxr9wVoxBJafMFfk78pwvEWciRJwG
1BxngLGZPPzTWhWCsBFuUVfBj4iF7Z9Fra
1EUzcei55z8xADJZUh3djC1QjZAUKWbXQD
1BBaZppbsbqGKUmPzLAjLUXuXJ7Ag9Y22G
1BqcwG7MAzAAzKJMtNktLktwykGTcQxQXH
1Adz7zf2BesssjHQspsq8EAMQHqHiQcGaD
1EjgdYAxd4wKLUi3huB5MTTjpt7i7YbRxm
15mQoTWrtrrCXtVV1tz2TJWuqnZQudqq6d
15wLzocsp4tQrC2MEkzgtjHVhnpRCsuM2u
1Ei69CCRWvouuShcZBXpT6hWZEQkNMjRiP
15Vp6f5BxPpu373ibM2F5Egt5woaB771rv
1B1q3Uujoa6ntcTV1NQ2bYPR9XfDvw87p6
1Cx7sHtUShPbubvcs3eN3HmVqo4M8ZBnnY
18486YxYN92k5bhnoMd6wvFS4S5U3p8ncy
16dFbmgPoqPoPwTQro3qGV8V7UDZVQ3Q1t
1LBkVzxuBsgvHTY6iuqn7NLvq1DcpRGAb4
1JxNsoNT4k6E7uUMDb472WhMQm6YRJo7DJ
1BeTspMf56Ab7Re8PDbbKgFaGXw5DNVQ7t
1BWFvSPJdGLWgETiqVVXhuuBMYuUp8gujo
1BiC8QqDkCG5JVcJtfad3qeSj9FW37SG7t
15niH9h7KPsPGkLLTGxoFZ8GB4jb2ge54Y
1LMCDyz8kPpGSQ1JhLakCXpCcA7mHeCyP5
1LNt7Ugei7i24UGfLyJRCw19p6oprjsjcc
1ME4TZ13FzNxdmgqPZaQhqF4TxQGY59xh9
1JeCxNy3jrvx5ECqDc9Z6YA88JBcar4AfQ
1PxTXv4g334K83HrXdA53ZjdZggZW4XbeZ
1nHTvqXKXCm4PW9aBzULfxHDUM5KNpMQS
1PcKJYhQp1SXozwYST1QQSXoXkrndeHSyB
1A6bdmdjyxTZUrWkjxKqnEjgrLanWVrz63
1JZa3EtWMxzL9VFzTnz6bw1dMcKHpBdkMo
189RTfY46ZV7Vqk9wXhGMyqW9aRKvSZL4d
14kgRSvLsiFZyf1nSSkjX61iBDo9bLcPKy
17cAP3Da2ehfbtdiCz6D1EFPcFTULcRRBM
16HJ7Apr27a6EHZrStDMKQrtpnmE9u4m1D
1ALQDq9RdahM6uG6E5DkaibuovV8nYRZxS
16RmPBX5mVAq1XN1yGELmqxkc8pm4qxyuU
18SJc4fdXMJf4TVmcwhrdJC7nJFdJgWRa6",336xGpGweq1wtY4kRTuA4w6d7yDkBU9czU,726dbe078f65d6ad7266e44596e1f03aac598070708b96a73b551ffc514670e4,Russia,Denmark,1.0,50000.0
1469,2016-12-13,224190,2716,VTB 24 JSC,Deutsche Bank AG,Rietumu Banka JSC,1318.840232,1027038.6579999999,778.7438028169014,1DnFQpCsxzYcwDv5aZxX7QuXhYzPz3Naee,1FBeqcAt5Uh3BcJKNyx2xUqnxxK7wANvzM,1ae97d237224b037344ef330534549c7c4ec88622a5783e48920aa218711d6e8,Russia,Latvia,1.0,47000.0
1482,2016-12-13,235192,3997,Societe Generale,The Bank of New York Mellon Corp.,AS Meridian Trade Bank,1318.840232,1027038.6579999999,778.7438028169014,1DnFQpCsxzYcwDv5aZxX7QuXhYzPz3Naee,1FBeqcAt5Uh3BcJKNyx2xUqnxxK7wANvzM,1ae97d237224b037344ef330534549c7c4ec88622a5783e48920aa218711d6e8,France,Latvia,2.0,2334327.39
1495,2016-12-13,237417,3863,Credit Suisse AG,The Bank of New York Mellon Corp.,Halyk Savings Bank Kazakhstan,1318.840232,1027038.6579999999,778.7438028169014,1DnFQpCsxzYcwDv5aZxX7QuXhYzPz3Naee,1FBeqcAt5Uh3BcJKNyx2xUqnxxK7wANvzM,1ae97d237224b037344ef330534549c7c4ec88622a5783e48920aa218711d6e8,Switzerland,Kazakhstan,1.0,162000.0
1508,2016-10-20,224191,2716,Alfa Bank,Deutsche Bank AG,PrivatBank Ihag,3000.0,1883381.87279152,627.7939575971733,"1NRBhRYETdbSf4edotTFaq9titGngiX8HH
19JRz9seZ7DG5LVa9HkXC1bkMzxvnuhsAy",1MAVFf8fmEYVmLoL9RztGyCzLHPpgpgg9P,cfaf101c16f3f6423a2ccb2eb3bce02ed11ed9661793c015ce55a0a215c389b0,Russia,Switzerland,1.0,320000.0
1593,2016-12-09,224192,2716,Hellenic Bank Public Company,Deutsche Bank AG,Bank VTB 24,2388.56463554,1838625.9760099999,769.7618681318683,"12BP1ho97MsB5fUZ9BNCAsqgJKH7j2PbfB
17MMGjNCLHJXqXwPwPxsLqbYXgXht8SUcp",33SCZzbM5tpcDvq2hsuCEVR6JLFVwMnKce,199c218da8e00673ce519d907c2f4249d039f586b6f674a1806466c15b2a4819,Cyprus,Russia,1.0,34995.0
1647,2016-12-09,230105,2275,Primorye Bank,The Bank of New York Mellon Corp.,Banco Internacional S.A.,2388.56463554,1838625.9760099999,769.7618681318683,"12BP1ho97MsB5fUZ9BNCAsqgJKH7j2PbfB
17MMGjNCLHJXqXwPwPxsLqbYXgXht8SUcp",33SCZzbM5tpcDvq2hsuCEVR6JLFVwMnKce,199c218da8e00673ce519d907c2f4249d039f586b6f674a1806466c15b2a4819,Russia,Ecuador,4.0,15000.0
1701,2016-12-09,235195,3997,State Bank For Foreign Economic Affairs of Turkmenistan,The Bank of New York Mellon Corp.,AS Meridian Trade Bank,2388.56463554,1838625.9760099999,769.7618681318683,"12BP1ho97MsB5fUZ9BNCAsqgJKH7j2PbfB
17MMGjNCLHJXqXwPwPxsLqbYXgXht8SUcp",33SCZzbM5tpcDvq2hsuCEVR6JLFVwMnKce,199c218da8e00673ce519d907c2f4249d039f586b6f674a1806466c15b2a4819,Turkmenistan,Latvia,41.0,3975933.96
1755,2016-12-09,237420,3863,Arab Turkish Bank,The Bank of New York Mellon Corp.,Mashreqbank Psc,2388.56463554,1838625.9760099999,769.7618681318683,"12BP1ho97MsB5fUZ9BNCAsqgJKH7j2PbfB
17MMGjNCLHJXqXwPwPxsLqbYXgXht8SUcp",33SCZzbM5tpcDvq2hsuCEVR6JLFVwMnKce,199c218da8e00673ce519d907c2f4249d039f586b6f674a1806466c15b2a4819,Turkey,United Arab Emirates,1.0,98950.0
1809,2016-12-09,237663,2724,Mdm Bank,The Bank of New York Mellon Corp.,Bank of America N.A. ,2388.56463554,1838625.9760099999,769.7618681318683,"12BP1ho97MsB5fUZ9BNCAsqgJKH7j2PbfB
17MMGjNCLHJXqXwPwPxsLqbYXgXht8SUcp",33SCZzbM5tpcDvq2hsuCEVR6JLFVwMnKce,199c218da8e00673ce519d907c2f4249d039f586b6f674a1806466c15b2a4819,Russia,United States,1.0,10000000.0
1863,2016-12-30,224202,2707,Alfa-Bank,Deutsche Bank AG,DBS Bank Ltd,1451.865702,1386434.3280000002,954.9329020979023,1KJo6pDdwmaR6TYvsrh4zWX4FdZ1GbR4RH,1NGW1pukzWM7G9mVWPVv5PYGiRGVHzDhGr,01ac74030019a2bc5f048d880dccbb15412cec56056dc828c1e6735b2da9ba18,Russia,Singapore,1.0,4000000.0
1931,2016-12-30,237662,2724,AS Expobank,The Bank of New York Mellon Corp.,UBS Switzerland AG,1451.865702,1386434.3280000002,954.9329020979023,1KJo6pDdwmaR6TYvsrh4zWX4FdZ1GbR4RH,1NGW1pukzWM7G9mVWPVv5PYGiRGVHzDhGr,01ac74030019a2bc5f048d880dccbb15412cec56056dc828c1e6735b2da9ba18,Latvia,Switzerland,1.0,10000000.0
1999,2015-09-29,224216,3317,VP Bank AG,China Investment Corporation,Citibank N.A.,6000.0,1428638.947368421,238.1064912280701,"165N1rZXe8UHp7zAhz8tj6TwFY2jxZtvjc
1CDtHEUHK59Dek7Guh7bvx2Socdvkzrjcc
1KZHFrUGaxZ21fW2PLc7Tt3enAYCJeMEU
1C5YzfMKZsDwXM4XMnM4VKdDsUH2rqWP8d
1Frf42StmeTM6JqdhJUJYUd32qK6nQNBc2
1Mx2SyeUsfGVzBSzdpXkzqtCYXuAPrkxHX
1HUGc3ZAKeY8diYMwUPpbp3XFEWF2eHpYH
1Bgk5CAMr433kp4Akb8H4E5Ajow2uYcQmX
12eN9nvBMXEk3gMdSAhC9wcjJRx7T8EGPc
1Q9YFrc45afp24ZQ3Jr4Aj9oyk7rVaEieJ
18HyHmwjbNtzcrCqoR2mZAMUVmAeHk6aR
18S3GFxwnAbMUKMyazS7YvkE6ugEp9azE3
16DCJs5AdHjNU2tiMCXkynAbwhVikRPGsM
1E8727P87uvsmu1oAeK3L2wQyGD9exvua7
1GvSRu3gLnTFcACS6iKBNgA6WYuX9RkLMD
1DZc4kzFdaRTV41kj4Zq7R8t22SyLDV6qy
1J4AZ59h85B35AWkCM9cnToQrYHgZYHv8o
1JVEtih228uNUAoegNkRKo11PvpQnrcyVg
1AFknC8F4tH3UBiSY3jyGSxU9HRy3RKorm
1KLEVY1hNJD7XUv9vcMU5QepQwnGTTH8HZ
1D8auD1b4ziYDWhNxk7bqwHiziMuRMsbgK
14xFoX9vhhEpUhwYAideaPpSqWX7DJNEpY
1ENa539is6fx94MKvUeMyBRxZkNx7HahbP
1DFCzAi9jREMcttGJqabQwTBdYeBzxp7TR
12yH7agb8xNmvx9F8W2eriBcgD5BytNiv5
1KNBaeTLQVokNke2iur2SCq8FAiPWUZWTV
1Lsmdn7QXHnBQ4obziKMuoyJm7ivJhBvUn
17kgEjGy29TNtCsbYndRvWatnk6c2QWzDg
1BtYjety93yJsGJ7C4ymRL7xCvJV2ZcAnw
1GN7REATvnBdSHigYPqdknYCLwPnkQFejB
1CkCpXqLUhECyXNTs3AVbDj3NGxC1AzLEN
1JzWxJgkaJpeKZ9pByVKCy7Pmw4MeHKhDR
1H6qgvsn2fcHwY2WFBLxvtH3NPQoDie517
1DryHwsTfh1oUmHJ2AZQhGTjPendzhEMKd
1AR4ueUSNBQQWgfMCDrHmxkNA7VvF4KNTP
1KPefgSzZwSwB9PsHhzC1ZeLN4QVVbtVwX
1E2YQrNpFok3dhEeC4poVjuCEXWszad3fc
1CFyc6MM315oiDBZzNaiPhde4Rpgu3xyY6
1JZ1eTLJA31GTwR3WML8n3CfSr1g3KGU4W
1HKovVFBRJkyFMczDCzSz8SqpLrw55UPfF
1K8LQyeYDJW5akiGftzGt3y97Daqz3Bx9h
1r8e1sD9KEcmYTukp3S8Cx2mfxCs3NJCe
1CTqdLQuzqH68NDRZxjm2tHmP82EAVbBgS
19TiQjFQMXyMpyYLtwez1NYbqH8EGSzRNT
12dCcAgcqzDDzBWhSUFfsPkoDk1SN5eAbG
1Du9c6CTUQDHx6nkNaCAmrxSys6MZ8GFRH
14y7qUhW8AbMXsc66p1K2ZsSJFaw44mXo2
1HgfQotiQiUBvWh9EtzNoV9xVgrFK5jFKi
159tc3nmmVgJVTbPrmk5jrZLdUjDdg5sTo
19eXhLgGav6u6GuggmJTfN2WTHChxfEGYT
1Dsfq9gNpMPd4ysarr7gkrfxW5HSTuJzUV
13xGPYFFouSU82PrG5qggMdAJKAKMm6a1d
1JupStd7AwnZY1pA9sHbuFAezdvz6gjKq8
1BxAi8Mp9xZapJeKaPpRsXuZtuTUbHDmcB
1MHkQ5YydinQbWHiLw3nP3PCWkhQmFZ9St
19iG6gyNjFP6MJTZc6jEqtM87vLWfX9tka
1P4VWUXqRoSXXnZXBuG2EZki9ccVYqw8bJ
1LRXEZ3VQLLoEYxbsnAwTvuJwuV9qszbdP
1BdimM56VVM3eBrS7bsdMZ9YPDQr3VxmmV
16EVc83ZBoEgTQYLjuArZmRvhzyqNU8BbS
12453wwTXSLmHLRAsf15fU9eCwvouVCoHb
1Q1noYUEHyoY4YmFxFHv2c9y3eBkymDJDd
1PcYo4tVivcUQw91oUZ44yvjhq5vBaaEaG
14Zya3E7ZS8j4bcdtLFBm4uTTXsTKR8y5P
18aWpEjvhrCE95nFH9bKW6Sgj8bgtX3uyq
13rCUjuFCPUvjb51wfkfDv6H4t6ePXdppr
16QP6ZjGezMs1pYWHutN3xJ5fMzspt9mCm
1BnTX5KouqsxmpF9oZSynZM9uhGjxYv2RD
1Ern6B3eqgZeqpKAAQxG5Y3v6Y7J8YgwS9
12NVFhk1QaBp8iMRNy7qrZF7ay6RBTPnSy
14fC51jcPmqXieBojksPmA9YEttWMGCrcP
14V78xfbEajUjeHck2Nu1Yd2tBMxmqtiFo
19kCrfbwER2eMJh1MXxuZPEQemvSAmwznX
1Fh2PdEd34KEVUR2tzA1FLBNbXe1bmW4h1
15gJ2UPdeSRB4WpyUgpEyG18P6gAGc9xVZ
1HfTtq7scCrNtMmzEp7Ns7wSAH8uCuoiXZ
16rosJmhktS7BLnkSvf6aeLcXiTe3yAtDE
1FP87tmEq8uZ5KaiLWfAyu8jhie8QHF6gi
1AZnWa8veYurXiNvstdonadKTSYBGXNbAH
18Utu5bxtAi3qo3U5mCfQVij7zXa5HPdYu
14xfQPNHwG5oPRTZNekaQvii1inAFWKuvh
1DqkX1K8ijynhnRzAiNZSqXrShCDCWBTmf
18iV1fNp5zJYHiYbZqMAnDACxoBQfpgLtq
17eRid9VotmvLAaEKGBXnWaUEYQvZmWPZJ
17vBFBvTLQdxgrfnBWRtwCUW4AD8bdY2Q3
1GhdVzY4BhdLvDKXxjNDuCmatu3BtrTxat
1Ds6cTtqtcRDEstVof9qYTMA4UH3XDXkmo
1Pq6n11yGnUVzLyCTjNiUBJandboaSAxgm
1LyM7enK4ttKdthjgfVySGbR8jr4CaRGr9
1JKH1xJhKdVNmVVZPtGawQj6Ryy5QK218A
15rcJ8aHLiQHrn1Nz8c9F3mM5TXAfECFGp
1LkrpAutU6zHrLLhoMhG4qHC1hFrUJHSBF
18du866bN5SRdkzQpxZProqN2U7xiB8oFU
1JXNcWZWVvfcUR2yiVkcfiavDRHKJtk3n7
1JcvGU6trVGoNRPoZHoqFoR3tc4MTwz7Hx
19tHJ1Hu5bA9q6JUhm4gCpFJJqfTpbZ5tv
1En3o8cUF5XcKSuTuojD8YBGz2ZN8hGZmu",17C1ETJcY3VZKUpSVwyX7SMi1JzGtY4yfy,27eeaca4f18000cfbf77d4df24a972573cd271fc452dcb62ce7e521b5b9d3d28,Liechtenstein,United Arab Emirates,15.0,191904.34
